,Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
552,J,False,2020-04-04 10:46:40,6,برنامه‌نویس ++C,2020-06-04 03:00:05,C,FT
553,M,True,2020-06-05 15:50:29,6,برنامه‌نویس Yii2,2020-08-05 03:00:09,C,PR
556,S,False,2020-04-04 10:46:25,8,Front End Developer,2020-06-04 03:00:05,C,FT
562,S,True,2020-06-05 15:50:02,6,توسعه‌دهنده Front-end,2020-08-05 03:00:09,C,FT
564,S,False,2020-04-04 12:05:09,4,برنامه‌نویس Back-End,2020-06-04 03:00:05,C,FT
565,J,False,2020-04-15 15:54:07,4,کارشناس تست و تضمین کیفیت زیرساخت MIS,2020-06-15 03:00:05,C,FT
566,S,False,2020-04-15 10:46:51,6,توسعه‌دهنده Back-End,2020-06-15 03:00:05,C,FT
568,S,False,2021-01-03 10:52:43,6,برنامه‌نویس Node.js,2021-03-05 03:00:10,C,FT
569,M,False,2020-06-05 15:48:56,1,برنامه‌نویس فرانت اند,2020-08-05 03:00:09,C,PR
572,S,False,2020-08-12 14:59:31,6,کارشناس تست نرم افزار,2020-10-12 03:00:10,C,FT
588,S,True,2020-06-22 11:12:40,6,برنامه‌نویس وب,2020-08-22 03:00:09,C,FT
590,J,True,2020-04-04 15:19:24,3,توسعه‌دهنده (Back-End (NodeJS,2020-06-04 03:00:05,C,FT
591,S,True,2020-06-05 15:48:25,6,توسعه‌دهنده Back-End,2020-08-05 03:00:09,C,FT
594,J,False,2020-12-05 17:29:08,6,برنامه‌نویس اندروید,2021-02-04 03:00:10,C,FT
596,S,False,2020-06-19 16:28:00,8,توسعه‌دهنده Front end,2020-08-19 03:00:09,C,FT
598,S,False,2019-11-10 20:12:52,6,برنامه‌نویس Front-End(React),2020-01-10 03:00:05,C,FT
604,S,True,2020-06-19 16:27:26,8,برنامه‌نویس PHP,2020-08-19 03:00:09,C,FT
605,S,True,2020-11-01 15:56:40,8,برنامه‌نویس Front-end,2021-01-01 03:00:10,C,FT
611,S,False,2020-04-07 11:22:05,8,برنامه‌نویس PHP,2020-06-07 03:00:05,C,FT
613,S,True,2020-04-06 10:50:44,6,"برنامه‌نویس وب front , back end",2020-06-06 03:00:05,C,FT
614,S,False,2020-08-25 12:34:37,12,Senior Python Developer,2020-10-25 03:00:09,C,FT
617,J,True,2020-04-14 13:31:04,3,کارشناس وردپرس,2020-06-14 03:00:05,C,FT
618,S,False,2020-06-19 16:27:18,4,گرافیست و طراح UX/UI خانم,2020-08-19 03:00:09,C,FT
621,S,False,2019-11-25 10:30:12,4,توسعه‌دهنده Backend,2020-01-25 03:00:05,C,FT
622,S,True,2020-04-06 14:03:57,1,توسعه‌دهنده دات‌نت,2020-06-06 03:00:05,C,PT
623,S,False,2021-06-19 18:20:44,12,برنامه‌نویس اندروید,,PB,FT
625,J,False,2020-06-15 17:45:24,4,برنامه‌نویس Front-end,2020-08-15 03:00:09,C,FT
626,M,True,2020-06-19 16:25:22,8,مدیر فنی و توسعه‌دهنده React,2020-08-19 03:00:09,C,FT
627,S,False,2020-04-07 11:22:46,12,(Senior Node Js Developer(Germany,2020-06-07 03:00:05,C,FT
628,J,True,2020-04-06 10:48:55,4,Full-Stack Developer,2020-04-24 09:04:41,C,FT
629,J,False,2019-11-24 15:57:32,4,توسعه‌دهنده Backend,2020-01-24 03:00:05,C,FT
631,J,False,2020-06-19 16:25:08,4,کارشناس آموزش,2020-08-19 03:00:09,C,FT
636,S,True,2020-04-08 13:28:56,12,توسعه‌دهنده Front & Back end,2020-06-08 03:00:06,C,PT
638,J,False,2020-06-19 16:24:39,4,توسعه‌دهنده اندروید,2020-08-19 03:00:09,C,FT
641,S,False,2020-04-28 17:31:18,12,توسعه‌دهنده React,2020-06-28 03:00:08,C,FT
642,S,False,2020-06-23 14:33:13,4,توسعه‌دهنده Front-end,2020-08-23 03:00:09,C,FT
643,S,False,2019-11-24 15:58:04,6,فریم ورک کار yii,2020-01-24 03:00:05,C,FT
644,S,False,2020-05-23 10:18:01,6,توسعه‌دهنده Back-End,2020-07-23 03:00:08,C,FT
648,S,True,2020-06-23 14:33:17,6,برنامه‌نویس Node.js,2020-08-23 03:00:09,C,FT
650,S,False,2019-11-23 17:40:06,8,توسعه‌دهنده Backend,2020-01-23 03:00:05,C,FT
651,J,False,2020-04-11 11:04:12,3,Java Web Developer,2020-06-11 03:00:05,C,FT
652,J,False,2020-04-11 11:06:46,4,برنامه‌نویس تحت وب ASP.NET #C,2020-06-11 03:00:05,C,FT
654,S,False,2021-04-06 13:09:28,8,برنامه‌نویسی موبایل,2021-05-03 08:45:00,C,FT
655,J,False,2020-08-13 15:43:09,8,Vue.js Frontend developer,2020-09-16 15:08:20,C,FT
656,J,True,2020-03-28 11:26:29,3,طراح UI/UX - دورکاری,2020-05-21 22:12:54,C,PT
657,S,False,2020-02-08 14:23:59,6,برنامه‌نویس PHP,2020-04-09 03:00:05,C,FT
658,I,False,2020-04-11 11:06:49,2,کارآموز برنامه‌نویسی وب و موبایل,2020-06-11 03:00:05,C,FT
660,M,True,2020-06-23 14:33:25,12,طراح قالب وردپرس,2020-08-23 03:00:09,C,FT
661,S,True,2020-05-22 02:04:38,4,برنامه‌نویس بک اند- کاملا دورکاری,2020-07-21 03:00:09,C,PT
662,S,False,2020-07-08 17:34:12,12,ReactJs) Senior Front-end Developer),2020-09-07 03:00:10,C,FT
663,S,False,2020-07-08 17:34:04,12,Senior Android Developer,2020-09-07 03:00:10,C,FT
664,J,False,2020-07-08 17:33:54,3,Front_end Developer,2020-09-07 03:00:10,C,FT
666,J,False,2020-02-29 14:02:21,4,برنامه‌نویس موبایل Cross platform,2020-04-30 03:00:06,C,FT
667,S,True,2020-04-11 11:07:16,8,برنامه‌نویس Senior Laravel (دورکاری),2020-06-11 03:00:05,C,FT
669,S,False,2019-10-20 17:50:41,4,توسعه دهند سمت سرور Node.JS,2019-12-20 03:00:05,C,FT
672,S,False,2020-03-23 17:44:44,8,برنامه‌نویس Back-End(NodeJS),2020-05-23 03:00:05,C,FT
673,S,False,2020-06-23 14:33:34,6,برنامه‌نویس PHP(اصفهان),2020-08-23 03:00:09,C,FT
674,S,False,2020-03-23 17:44:00,12,برنامه‌نویس FullStack(Angular+NodeJS),2020-05-23 03:00:05,C,FT
679,S,False,2020-03-23 17:43:48,8,برنامه‌نویس ارشد Backend,2020-05-23 03:00:05,C,FT
680,S,True,2020-03-23 17:12:16,6,برنامه‌نویس React js و React Native,2020-05-23 03:00:05,C,FT
681,S,True,2019-11-26 11:17:01,8,NET developer.,2019-12-14 14:25:54,C,PR
682,S,True,2020-07-02 11:29:13,12,توسعه‌دهنده ASP.NET backend,2020-08-11 16:23:55,C,PR
684,S,True,2020-03-23 17:11:56,6,برنامه‌نویس Node.js,2020-05-23 03:00:05,C,FT
687,S,False,2020-08-04 13:38:04,6,توسعه‌دهنده وب - Node.js Developer,2020-10-04 03:00:09,C,FT
689,I,True,2020-05-02 11:32:03,1,کارآموز طراحی وبسایت و سئو,2020-07-02 03:00:09,C,PT
690,S,True,2020-07-02 11:29:21,12,توسعه‌دهنده Java,2020-08-11 16:24:01,C,PR
691,J,False,2020-11-09 11:52:58,6,توسعه‌دهنده نرم افزار,2021-01-09 03:00:11,C,FT
692,J,False,2020-10-10 14:39:43,4,کارشناس DBA,2020-12-10 03:00:10,C,FT
693,S,True,2020-11-14 09:38:06,12,توسعه‌دهنده Front-end,2021-01-12 13:46:46,C,PT
697,S,False,2020-03-02 14:13:26,8,Technical Project Manager,2020-05-02 03:00:05,C,FT
698,J,False,2020-07-04 16:54:20,2,توسعه‌دهنده Front-end,2020-09-03 03:00:10,C,PR
699,S,True,2020-03-02 10:18:48,6,برنامه‌نویس وب و اندروید,2020-05-02 03:00:05,C,PR
700,S,False,2020-04-13 10:44:25,8,Fullstack Web Developer,2020-06-13 03:00:06,C,FT
707,J,False,2020-02-08 11:19:46,3,کارشناس پشتیبان نرم افزار,2020-04-09 03:00:05,C,FT
709,J,False,2019-08-13 11:22:11,6,برنامه‌نویس Back-End,2019-10-13 03:00:04,C,FT
710,I,True,2020-06-15 17:46:59,2,کارآموز وردپرس,2020-08-15 03:00:09,C,FT
719,S,True,2019-11-27 10:43:49,4,توسعه‌دهنده دات‌نت,2020-01-27 03:00:05,C,PR
720,S,True,2020-11-01 15:51:58,12,برنامه‌نویس CodeIgniter,2021-01-01 03:00:10,C,FT
721,S,True,2020-05-10 20:55:24,12,توسعه‌دهنده اپلیکیشن موبایل,2020-07-08 14:25:59,C,FT
723,J,False,2020-12-08 17:16:56,6,برنامه‌نویس PHP (تبریز),2021-02-07 03:00:11,C,FT
730,J,False,2020-05-03 15:19:23,4,توسعه‌دهنده نرم افزار و سایت,2020-06-20 10:52:47,C,FT
731,J,False,2020-05-03 15:20:22,4,توسعه‌دهنده Front end,2020-06-05 14:03:48,C,FT
735,J,False,2019-11-23 14:35:30,4,توسعه‌دهنده Front End,2020-01-23 03:00:05,C,FT
741,J,False,2019-11-25 10:33:38,4,طراح وبسایت,2020-01-25 03:00:05,C,FT
743,S,False,2020-08-09 18:01:06,12,برنامه‌نویس جاوا - مسلط به camunda,2020-10-09 03:00:09,C,FT
747,S,False,2020-08-13 15:50:50,12,Node.js Developer,2020-10-13 03:00:10,C,FT
748,S,False,2020-08-25 12:34:30,12,Senior Blockchain Developer,2020-10-25 03:00:09,C,FT
751,S,False,2020-11-01 15:51:19,12,توسعه‌دهنده Back-End ASP.NET,2021-01-01 03:00:10,C,FT
753,J,False,2020-06-15 17:46:47,2,React Front-end Developer,2020-08-15 03:00:09,C,FT
770,S,False,2019-11-23 12:19:38,8,توسعه‌دهنده رهبر NodeJS,2020-01-23 03:00:05,C,FT
772,S,True,2020-08-19 11:02:36,12,تخصص WordPress و PHP,2020-10-19 03:00:10,C,FT
773,J,False,2019-11-23 10:24:57,4,برنامه‌نویس ++C,2020-01-23 03:00:05,C,FT
774,J,False,2020-06-23 16:24:41,6,برنامه‌نویس سایت مسلط به C# MVC,2020-08-23 03:00:09,C,FT
775,J,False,2019-11-23 14:16:32,4,توسعه‌دهنده Back End,2020-01-23 03:00:05,C,FT
776,S,False,2020-09-16 15:04:12,12,Full-Stack Developer (Laravel),2020-09-27 13:55:38,C,FT
781,S,False,2020-09-16 16:55:10,3,طراحی تجربه/رابط کاربری,2020-11-16 03:00:10,C,PR
783,J,False,2019-12-23 11:44:42,4,برنامه‌نویس FullStack,2020-02-22 03:00:04,C,FT
787,J,True,2020-03-04 12:30:44,1,مربی برنامه‌نویسی,2020-05-04 03:00:06,C,PT
791,S,False,2020-05-04 15:39:17,8,Senior Front End Developer,2020-06-21 12:22:48,C,FT
792,S,False,2019-11-17 10:05:14,12,توسعه‌دهنده پایتون,2020-01-17 03:00:04,C,FT
794,S,False,2019-11-16 18:05:09,6,توسعه‌دهنده وب,2019-12-27 20:24:34,C,FT
796,S,False,2019-11-16 18:05:24,4,کارشناس نرم افزار,2019-12-27 20:24:38,C,FT
799,S,False,2020-05-04 15:41:20,4,Back-end Developer,2020-07-04 03:00:10,C,FT
801,S,False,2020-08-19 11:35:36,3,برنامه‌نویس Android,2020-10-19 03:00:10,C,FT
805,S,False,2020-08-17 17:41:43,6,برنامه‌نویس ارشد وب,2020-10-17 03:00:09,C,FT
807,J,False,2019-12-25 11:54:10,4,توسعه‌دهنده Java,2020-02-24 03:00:05,C,FT
809,S,False,2020-05-23 12:02:02,2,کارشناس پشتیانی و devops,2020-07-04 16:48:04,C,PT
815,J,False,2020-08-17 16:43:37,6,Junior Back-end Developer,2020-10-17 03:00:09,C,FT
816,I,False,2020-05-05 10:29:04,1,کارآموز وردپرس,2020-05-19 16:28:17,C,FT
817,J,False,2020-07-21 11:09:04,3,برنامه‌نویس PHP,2020-09-20 03:00:09,C,FT
818,S,True,2020-08-17 16:43:08,8,برنامه‌نویس ارشد (PHP-Laravel),2020-10-17 03:00:09,C,FT
819,S,False,2019-10-21 15:43:08,6,برنامه‌نویس Angular,2019-11-19 13:20:11,C,FT
820,S,True,2020-05-03 15:40:47,8,برنامه‌نویس PHP,2020-05-23 15:53:40,C,PT
823,S,False,2020-02-09 14:45:39,12,Asp.Net Core Developer,2020-04-10 03:00:05,C,FT
824,J,False,2020-08-17 16:44:07,8,Back-End Developer,2020-10-17 03:00:09,C,FT
825,J,False,2020-05-23 16:49:27,3,برنامه‌نویس Backend Node.js junior,2020-07-23 03:00:08,C,FT
826,S,False,2019-12-10 16:31:33,6,برنامه‌نویس PHP,2020-02-09 03:00:04,C,FT
827,J,True,2020-06-10 17:40:45,3,توسعه‌دهنده Frontend,2020-07-02 13:52:35,C,PR
830,M,False,2020-08-05 14:52:27,12,برنامه‌نویس ارشد Back-end,2020-10-05 03:00:09,C,FT
832,J,False,2019-12-10 15:41:54,4,برنامه‌نویس Angular,2020-01-09 16:36:41,C,PR
833,S,False,2020-05-07 12:52:53,6,برنامه‌نویس Backend (Node.js),2020-05-17 15:59:37,C,FT
835,S,False,2019-07-23 18:16:44,12,برنامه‌نویس php,2019-09-22 03:00:04,C,FT
837,J,False,2020-06-25 00:39:34,6,NET Core Developer.,2020-08-24 03:00:09,C,FT
838,J,False,2019-10-30 11:09:31,8,Frontend Developer,2019-12-30 03:00:04,C,FT
840,S,False,2019-07-20 14:56:35,4,توسعه‌دهنده وردپرس (مشهد),2019-09-19 03:00:05,C,FT
842,S,True,2019-12-10 11:30:06,4,UI/UX designer,2020-02-09 03:00:04,C,FT
843,S,True,2020-08-05 14:52:35,8,React) Front-end Developer) منتشر شده,2020-09-28 23:39:38,C,FT
845,J,False,2020-12-08 17:17:17,4,برنامه‌نویس Front-end (تبریز),2021-02-07 03:00:11,C,FT
847,J,False,2020-08-17 16:43:22,8,iOS Developer,2020-10-17 03:00:09,C,FT
848,S,False,2020-05-07 12:53:10,6,کارشناس DevOps,2020-05-17 15:59:32,C,FT
849,S,False,2020-08-17 16:42:52,12,Senior Software Engineer - Platform Team,2020-10-17 03:00:09,C,FT
851,S,True,2020-08-05 14:52:56,6,کارشناس تولید محتوا (مسلط به وردپرس),2020-09-28 23:39:32,C,FT
854,S,False,2019-12-03 13:04:54,6,برنامه‌نویس جاوا,2020-02-02 03:00:05,C,FT
857,J,False,2019-09-12 12:26:02,3,مدیر پایگاه داده و برنامه‌نویس,2019-11-12 03:00:04,C,FT
863,S,False,2020-07-25 16:25:24,12,Senior Software Engineer - Platform Team,2020-08-10 16:37:17,C,FT
865,S,False,2020-02-10 11:33:31,6,برنامه‌نویس Python,2020-04-11 03:00:05,C,FT
867,S,False,2019-12-22 11:25:36,12,توسعه‌دهنده وب,2020-02-21 03:00:04,C,PR
868,J,False,2020-08-17 16:56:22,8,Site Reliability Engineer-Infra team,2020-10-17 03:00:09,C,FT
869,S,False,2020-08-17 13:23:55,8,برنامه‌نویس PHP,2020-10-17 03:00:09,C,FT
870,J,False,2020-05-23 19:20:41,6,توسعه‌دهنده Front-end,2020-07-08 14:46:19,C,FT
872,S,False,2020-03-09 14:11:56,12,Senior Back-end Developer,2020-05-09 03:00:05,C,FT
873,J,True,2019-11-16 17:38:38,4,توسعه‌دهنده موبایل,2019-12-10 14:23:59,C,FT
874,S,False,2020-09-16 15:21:11,12,برنامه‌نویس (Back-End (ASP.NET,2020-10-05 08:55:02,C,FT
875,S,False,2020-08-17 12:43:26,8,برنامه‌نویس ارشد NuxtJs,2020-10-17 03:00:09,C,FT
877,S,False,2019-11-16 17:38:30,12,توسعه‌دهنده ارشد موبایل,2019-12-10 14:24:45,C,FT
879,J,False,2019-12-11 15:37:29,4,برنامه‌نویس ویندوز C#,2020-02-10 03:00:04,C,FT
881,J,False,2019-10-30 11:51:39,3,توسعه‌دهنده NodeJS,2019-12-30 03:00:04,C,FT
889,S,False,2019-10-14 14:20:06,8,توسعه‌دهنده iOS,2019-12-14 03:00:05,C,FT
894,M,False,2019-12-21 14:10:17,12,مدیر فنی,2020-02-20 03:00:05,C,FT
895,J,False,2019-12-21 13:00:22,4,کارشناس لینوکس,2020-02-20 03:00:05,C,FT
896,J,False,2020-03-25 12:09:25,6,Javascript Backend Developer,2020-05-25 03:00:05,C,FT
899,S,False,2020-08-23 17:37:02,12,برنامه‌نویس ( React js / PWA ),2020-10-23 03:00:09,C,FT
900,S,False,2019-11-24 11:19:49,4,توسعه‌دهنده Front End,2020-01-24 03:00:05,C,FT
908,S,False,2019-12-21 11:57:06,8,برنامه‌نویس Back end و Front end,2020-02-20 03:00:05,C,FT
916,S,False,2019-11-17 09:53:01,4,کارشناس تولید محتوا,2019-12-27 20:24:41,C,FT
917,J,False,2020-05-26 11:59:32,4,توسعه‌دهنده Front-end - Angular,2020-07-26 03:00:08,C,FT
919,S,False,2020-06-27 17:32:38,12,توسعه‌دهنده هوش مصنوعی AI,2020-08-27 03:00:11,C,PR
920,I,False,2020-06-16 12:54:49,1,کارآموز (Front-end (ReactJs,2020-08-16 03:00:09,C,FT
930,J,False,2020-06-27 13:42:25,3,برنامه‌نویس PHP,2020-08-27 03:00:11,C,FT
932,J,False,2020-02-10 11:34:09,6,برنامه‌نویس BackEnd,2020-04-11 03:00:05,C,FT
938,S,False,2019-12-21 11:20:15,4,برنامه‌نویس Laravel,2020-02-20 03:00:05,C,FT
940,J,True,2020-10-06 10:47:53,4,توسعه‌دهنده ReactJS (دورکاری),2020-12-06 03:00:11,C,PT
949,J,False,2020-03-25 12:12:52,6,طراح رابط کاربری و تجربه کاربری (UI/UX),2020-05-25 03:00:05,C,FT
950,S,False,2020-08-25 12:37:55,12,Senior Flutter Developer,2020-10-25 03:00:09,C,FT
953,S,True,2020-05-26 15:49:08,3,توسعه‌دهنده Front-end,2020-07-26 03:00:08,C,PR
954,S,False,2020-06-16 10:53:27,8,Android Developer,2020-08-16 03:00:09,C,FT
959,S,True,2020-07-18 18:14:53,6,Front-End Developer,2020-09-17 03:00:10,C,FT
961,J,True,2020-10-06 10:46:36,6,توسعه‌دهنده React Native (دورکاری),2020-12-06 03:00:11,C,PT
963,I,False,2019-12-20 20:08:47,1,توسعه‌دهنده جنگو,2020-01-18 18:44:40,C,PR
968,J,False,2019-11-23 10:22:34,4,برنامه‌نویس وب,2020-01-23 03:00:05,C,FT
972,S,False,2019-11-10 16:31:34,4,توسعه‌دهنده Backend,2020-01-10 03:00:05,C,FT
974,I,False,2020-05-12 11:31:18,1,کارآموز برنامه‌نویسی بک‌اند(ترجیحا Ruby),2020-07-12 03:00:09,C,FT
975,S,False,2020-06-16 11:42:13,12,(Senior Python Developer (Machine Learning,2020-08-16 03:00:09,C,FT
976,J,True,2019-12-21 14:11:58,1,طراح سایت و سئو,2020-02-20 03:00:05,C,PT
977,J,False,2020-06-25 00:38:38,4,برنامه‌نویس وب,2020-08-24 03:00:09,C,FT
978,I,True,2020-08-13 15:05:49,1,کارآموز Front-end,2020-10-13 03:00:10,C,FT
979,S,False,2019-09-22 10:25:33,8,کارشناس اسکرام مستر,2019-11-22 03:00:05,C,FT
982,S,False,2020-02-12 10:39:41,4,برنامه‌نویس وب .NET,2020-04-13 03:00:05,C,FT
983,S,True,2020-08-18 17:33:01,6,برنامه‌نویس Front-end,2020-10-18 03:00:10,C,FT
985,S,False,2020-05-23 10:19:18,6,برنامه‌نویس ارشد سی شارپ #C,2020-07-23 03:00:08,C,FT
986,J,False,2019-12-19 16:56:17,6,توسعه‌دهنده Front-End,2020-02-18 03:00:04,C,FT
988,J,False,2020-05-26 13:02:21,6,برنامه‌نویس ASP.NET Core,2020-07-20 18:17:06,C,FT
989,J,False,2020-05-26 11:59:17,4,توسعه‌دهنده Back-End - Node.js,2020-07-26 03:00:08,C,FT
994,S,False,2020-08-18 17:29:59,8,Senior Front-end Developer,2020-10-18 03:00:10,C,FT
996,S,False,2020-02-12 10:41:22,4,برنامه‌نویس ASP.net,2020-04-13 03:00:05,C,FT
1004,S,False,2020-06-25 00:39:43,8,توسعه‌دهنده هوش تجاری (BI),2020-07-20 11:49:28,C,FT
1007,J,False,2019-11-26 13:02:48,4,برنامه‌نویس وب,2020-01-26 03:00:05,C,FT
1012,J,False,2020-02-10 11:35:00,6,برنامه‌نویس FrontEnd,2020-04-11 03:00:05,C,FT
1013,S,False,2019-12-15 10:56:43,12,Back-End) Senior Java Developer),2020-02-14 03:00:05,C,FT
1014,J,False,2020-08-18 17:29:56,6,Junior Front-end Developer,2020-10-18 03:00:10,C,FT
1017,J,False,2020-07-18 16:11:43,8,J2EE،آقا،تمام وقت دارای پایان خدمت,2020-09-17 03:00:10,C,FT
1018,J,True,2019-10-07 09:46:33,6,برنامه‌نویس اندروید,2019-12-07 03:00:05,C,PR
1019,J,False,2020-06-25 00:38:55,6,توسعه‌دهنده Winform,2020-06-30 16:53:55,C,FT
1020,J,False,2020-05-11 16:45:43,3,توسعه‌دهنده PHP,2020-07-11 03:00:08,C,FT
1021,S,True,2020-08-03 15:59:14,8,برنامه‌نویس ارشد فرانت‌اند Vue,2020-08-10 16:37:15,C,FT
1023,M,False,2020-06-25 00:39:02,8,برنامه‌نویس وب (Full-Stack),2020-08-24 03:00:09,C,FT
1026,S,True,2020-05-12 11:19:37,8,"برنامه‌نویس فول استک C#, ASP.NET",2020-06-07 14:17:59,C,FT
1030,S,False,2020-05-12 11:20:42,12,NET Developer.,2020-07-12 03:00:09,C,FT
1033,S,True,2020-02-09 11:37:37,2,برنامه‌نویس React - دورکاری,2020-04-10 03:00:05,C,PT
1039,J,False,2020-02-09 11:09:58,4,برنامه‌نویس PHP) Laravel),2020-04-10 03:00:05,C,FT
1045,S,False,2019-12-10 12:29:25,8,توسعه‌دهنده iOS,2020-02-09 03:00:04,C,FT
1046,J,False,2019-12-10 12:30:10,6,برنامه‌نویس PHP,2020-02-09 03:00:04,C,FT
1047,S,False,2019-12-21 12:59:51,8,کارشناس ارشد لینوکس,2020-02-20 03:00:05,C,FT
1049,S,True,2020-08-01 18:25:56,6,برنامه‌نویس ASP.NET MVC,2020-10-01 03:00:10,C,FT
1050,S,False,2021-05-23 19:04:22,12,برنامه‌نویس C++ / QT (آقا),,PB,FT
1054,J,False,2019-12-11 15:10:06,3,طراح وب,2020-02-10 03:00:04,C,FT
1055,S,True,2020-08-18 14:42:53,6,توسعه‌دهنده Flutter,2020-10-18 03:00:10,C,FT
1058,J,False,2019-11-11 13:17:48,3,پشتیبانی فنی نرم‌افزار,2019-12-11 15:57:46,C,FT
1061,S,False,2020-02-09 14:29:13,6,برنامه‌نویس فول استک,2020-02-10 09:04:11,C,FT
1062,J,False,2019-12-11 16:03:32,3,پشتیبانی فنی نرم‌افزار,2020-02-10 03:00:04,C,FT
1066,S,False,2020-08-01 14:44:56,4,Full stack developer,2020-10-01 03:00:10,C,FT
1068,S,True,2019-10-12 10:04:03,8,توسعه‌دهنده Backend,2019-12-12 03:00:05,C,FT
1070,S,False,2020-04-05 16:22:13,6,توسعه‌دهنده وب,2020-06-05 03:00:05,C,FT
1072,S,False,2019-11-20 12:50:46,6,برنامه‌نویس Front-end(Angular),2019-12-14 14:41:29,C,FT
1075,S,True,2020-05-26 18:13:58,12,Senior DevOps Engineer,2020-07-26 03:00:08,C,FT
1076,S,False,2020-08-01 14:44:30,12,برنامه‌نویس ارشد وب (Full-Stack),2020-10-01 03:00:10,C,FT
1077,I,False,2020-02-09 11:12:35,1,برنامه‌نویس آشنا به PHP,2020-04-10 03:00:05,C,FT
1083,J,False,2021-05-17 08:17:52,6,توسعه‌دهنده Laravel,2021-06-01 10:46:00,C,FT
1085,J,True,2020-06-06 19:30:25,1,مربی برنامه‌نویسی,2020-08-06 03:00:10,C,PT
1088,J,False,2020-02-08 14:23:42,8,کارشناس DevOps,2020-04-09 03:00:05,C,FT
1090,J,False,2020-06-06 19:29:43,4,توسعه‌دهنده Front End و Back-End,2020-08-06 03:00:10,C,FT
